track_id,track_name,artist_name,album_name,release_year,popularity,added_at,days_since_added,play_recency_days,playlist_count,artist_track_count,image_url,label
6wWaVoUOzLQJHd3bWAUpdZ,"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby, Gunna, Drake",Drip Harder,2018,,2023-12-02T23:28:09+00:00,974,,1,5,https://i.scdn.co/image/ab67616d0000b273ce159a3ba2096e13fa9d4b4c,1
3178LzAeNQODOhyaQDUrFN,Tell On Me,Supa King,"SKBP, Vol. 1",2016,,2025-01-15T21:04:37+00:00,564,,0,1,https://i.scdn.co/image/ab67616d0000b2733792d360e5c029848d840b8f,0
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,"DJ Snake, Justin Bieber",Encore,2016,,2024-05-05T05:17:13+00:00,819,,1,1,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,1
0KcEMREqmRmjJQoDSNUWnT,Ya Nabi Salam Alayka,Maher Zain,Thank You Allah,2009,,2021-06-27T07:23:19+00:00,1862,,0,2,https://i.scdn.co/image/ab67616d0000b273f3f4760225d90ff46dffb17d,0
5r7WvQtyPfy1xch5zMgGRp,Behind Barz - Bonus,Drake,Top Boy (A Selection of Music Inspired by the Series),2019,,2022-11-04T06:56:00+00:00,1367,,0,46,https://i.scdn.co/image/ab67616d0000b27306d32ec41bd05c2afe4d8ec8,1
1hk0iPWJJbmj7WY8iBuy3v,Females Lingo,Bsav GP,Females Lingo,2024,,2025-07-20T20:33:53+00:00,378,,0,1,https://i.scdn.co/image/ab67616d0000b273742af4128d9415006bb21112,1
32TTewBmtmhUmYxS1ajqaJ,hakuna matata,Gunna,One of Wun,2024,,2024-05-24T03:34:21+00:00,800,,0,4,https://i.scdn.co/image/ab67616d0000b2739a0cbe7c93bc691f48f356ed,1
7hU3H2id2pBVawD7e3zd8N,Böyle Sever,Kahraman Deniz,19,2018,,2025-02-26T08:46:32+00:00,522,,0,1,https://i.scdn.co/image/ab67616d0000b2735288becd356bc1ed97fbb1eb,0
0rLGYykaXj89TBOXq6Aief,We Won,"Tion Wayne, Russ Millions",We Won,2024,,2024-08-17T19:56:44+00:00,715,,0,4,https://i.scdn.co/image/ab67616d0000b2737b722db8febfdd57655cd45e,0
4M7pu2MwyGysZM4deGXueq,Aisa Des Hai Mera,"Madan Mohan, Lata Mangeshkar, Udit Narayan, Gurdas Maan, Pritha Mazumdar, Javed Akhtar",Veer - Zaara,2004,,2026-01-29T19:12:07+00:00,185,,0,5,https://i.scdn.co/image/ab67616d0000b27396fa496a2cfc301430589024,1
5thheALMKZqEl479BxqAnL,Dil Laga Liya Maine,"Nadeem Shravan, Alka Yagnik, Udit Narayan, Sameer Anjaan",Dil Hai Tumhaara (Original Motion Picture Soundtrack),2002,,2026-06-10T23:49:10+00:00,53,0.0,0,1,https://i.scdn.co/image/ab67616d0000b273b8e928fe24553b093c038224,1
5KNuHsIeFtD0oukst77hBi,Maula Mere Maula,Roop Kumar Rathod,Anwar (Original Motion Picture Soundtrack),2006,,2026-05-02T03:06:24+00:00,92,,0,1,https://i.scdn.co/image/ab67616d0000b27336163aa83c42e72684a53287,1
3Ueq2zboxwAbsvHrOjdEqz,MIA (feat. Drake),"Bad Bunny, Drake",MIA (feat. Drake),2018,,2024-06-20T01:07:48+00:00,773,,3,1,https://i.scdn.co/image/ab67616d0000b2735a0e097d730df5d05e0d7dea,1
1J9vyEntJ79CppvgUxJs75,Zaalima,"Arijit Singh, Harshdeep Kaur",Raees (Original Motion Picture Soundtrack),2017,,2026-06-08T21:14:41+00:00,55,6.0,0,1,https://i.scdn.co/image/ab67616d0000b273fced3ea9af59ad98c142279e,1
5fTDjyCc5o4krBkuqRP4zV,الله يعلم,Abdulaziz Alrashed,الله يعلم,2023,,2025-11-04T18:47:45+00:00,271,,2,1,https://i.scdn.co/image/ab67616d0000b27326c00483bbbaae4203aaa698,1
7HfZxrh8AQ9p1JQJh1EJcZ,Tajdar-E-Haram - Coke Studio Season 8,Atif Aslam,Tajdar-E-Haram (Coke Studio Season 8),2023,,2025-10-18T20:16:46+00:00,288,,0,1,https://i.scdn.co/image/ab67616d0000b2732385215f610053da00913424,1
228BxWXUYQPJrJYHDLOHkj,Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),2004,,2024-05-20T02:11:54+00:00,804,,0,1,https://i.scdn.co/image/ab67616d0000b2736bdcdf82ecce36bff808a40c,0
1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),"The Script, will.i.am",#3,2012,,2024-08-25T06:38:42+00:00,707,,1,1,https://i.scdn.co/image/ab67616d0000b27344287246ea331e6f7b0ef8a9,0
3u5N55tHf7hXATSQrjBh2q,Freed From Desire,"Gala, Molella, Phil Jay",Come Into My Life (The Album),1997,,2025-05-26T17:07:16+00:00,433,,0,1,https://i.scdn.co/image/ab67616d0000b27382d43c836792c8b41dc0ad8c,0
59ClUavkkfRhryajZBn2Lf,Johnny P's Caddy,"Benny The Butcher, J. Cole",Tana Talk 4,2022,,2022-07-28T18:57:35+00:00,1466,,1,1,https://i.scdn.co/image/ab67616d0000b2736f7e02a599bf17973444fdee,0
7jxnHknJtjE1MM8IfUidMF,Incredible Sauce (feat. Dave),"Giggs, Dave",Zero Tolerance,2023,,2023-10-25T06:45:06+00:00,1012,1.0,0,1,https://i.scdn.co/image/ab67616d0000b2731719a4fd31ecdf60eeccf227,1
5vRIj5vNKCYWzROcAbgcfT,Acordeão Funk - Sped Up,"NXVAMANE, Mc Delux",Acordeão Funk (Sped Up),2023,,2024-03-28T16:25:09+00:00,857,,1,1,https://i.scdn.co/image/ab67616d0000b2735ee85c7dd56adcfd472e36be,0
7BKpXmjHQiZtlj8dEd1RM2,Louis Vuitton,Aitch,Close To Home,2022,,2023-05-28T06:55:14+00:00,1162,,0,4,https://i.scdn.co/image/ab67616d0000b273bc86cb5e2d57be58419c910d,0
2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),"Gesaffelstein, The Weeknd",Hyperion,2019,,2024-02-06T04:15:41+00:00,908,,2,1,https://i.scdn.co/image/ab67616d0000b2737842fd51802451ff61483dcf,1
7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",Motion,2014,,2024-05-07T16:18:27+00:00,817,,1,1,https://i.scdn.co/image/ab67616d0000b2738fba5806a323efd272677c4d,1
251PNRmJU9KcUnFQAB5t6I,Kal Ho Naa Ho,"Shankar-Ehsaan-Loy, Sonu Nigam",Kal Ho Naa Ho (Original Motion Picture Soundtrack),2003,,2022-12-01T01:36:58+00:00,1340,,2,2,https://i.scdn.co/image/ab67616d0000b273a2055e0b847ff66fb5206099,1
49sbpteBVjEyW4M6P38SM4,Londis,Blanco,ReBourne,2023,,2024-04-16T03:03:56+00:00,838,,0,4,https://i.scdn.co/image/ab67616d0000b2735e1c639f1ac64ab9db3295e6,1
1l40rYTK1jU4OMpSK6BwD0,Healing,Tion Wayne,Healing,2023,,2023-05-25T05:50:38+00:00,1165,,0,4,https://i.scdn.co/image/ab67616d0000b273a564911303a8db9a78a38421,0
5hTl2uxJGd1sbLtovguuuk,Stars Align (with Drake),"Majid Jordan, Drake",Wildest Dreams,2021,,2024-06-09T05:31:05+00:00,784,,0,3,https://i.scdn.co/image/ab67616d0000b273ecca1386fa4e6b7a947907ef,1
6VObnIkLVruX4UVyxWhlqm,Skyfall,Adele,Skyfall,2012,,2024-01-15T06:09:32+00:00,930,,1,1,https://i.scdn.co/image/ab67616d0000b273b479bb2aed275bb1b13d83da,1
6vAvTYuvHpVBzDOx7W4zJQ,Kat Slater (Native Remedies Remix),Tim Duzit,Kat Slater (Native Remedies Remix),2025,,2025-06-20T21:44:30+00:00,408,,0,1,https://i.scdn.co/image/ab67616d0000b273c627b7214dd7c38d561dcf38,1
3Hha9pVZsWGwQiFKvsMrwS,Warm - Remix,"K-Trap, Skepta",Warm (Remix),2022,,2023-06-01T03:34:10+00:00,1158,,1,5,https://i.scdn.co/image/ab67616d0000b273b4ae540b8da4f40bb4d6fcd0,1
780BUxpCmW9vOVYZsqdLLE,Wave,"Asake, Central Cee",Wave,2024,,2024-06-22T01:05:01+00:00,771,,0,2,https://i.scdn.co/image/ab67616d0000b27352d1f444de0b3a2466980a97,1
4YnC3EgoRzP14QXVDBuTfF,Redemption (feat. Nemzzz),"Kidwild, Nemzzz",Redemption (feat. Nemzzz),2025,,2025-01-16T19:20:50+00:00,563,,0,2,https://i.scdn.co/image/ab67616d0000b273c6d2efade1f1e166638ce575,1
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,2013,,2025-05-04T01:38:03+00:00,455,,1,2,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,1
1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,Hozier,Hozier (Expanded Edition),2014,,2024-11-04T11:58:16+00:00,636,,1,1,https://i.scdn.co/image/ab67616d0000b273bd5c6f1a9461fc68c5dc1623,0
4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West,808s & Heartbreak,2008,,2025-01-10T05:45:57+00:00,569,,0,2,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,1
4nva9EpKntUTs6CRSGBCn9,Just A Lil Bit,50 Cent,The Massacre,2005,,2023-05-17T17:15:00+00:00,1173,,0,2,https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d,1
1bgcG1Sp1tPmPhYdktKxxG,Healing,Tion Wayne,Healing (Instrumental),2023,,2024-08-01T04:04:31+00:00,731,,0,4,https://i.scdn.co/image/ab67616d0000b2735b3faa2722ddba552f2ca214,0
12VH4g5pTMZmrUVzfJq7F7,M a k e I t T o T h e M o r n i n g,PARTYNEXTDOOR,PARTYNEXTDOOR 4 (P4),2024,,2024-09-09T07:07:34+00:00,692,,0,3,https://i.scdn.co/image/ab67616d0000b273241d955916998a678741e961,0
3R9AZOrnO20E5MVMBiofqH,GEEKIN (feat. AJ Tracey),"Nafe Smallz, AJ Tracey",GEEKIN (feat. AJ Tracey),2024,,2024-02-03T20:51:50+00:00,911,,0,1,https://i.scdn.co/image/ab67616d0000b2731ed84aa878519140b55bf692,1
6jIQJmqvwMpSfzMHhhGjzi,Kennington Where It Started,"Bis, Blanco, ACTIVE, MizOrMac",Kennington Where It Started,2018,,2024-04-23T22:55:26+00:00,831,,0,1,https://i.scdn.co/image/ab67616d0000b2731124b9d7ed5d55f389b24917,0
0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,A Rush of Blood to the Head,2002,,2024-10-04T19:49:05+00:00,667,,0,2,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,1
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,÷ (Deluxe),2017,,2023-02-22T20:26:08+00:00,1257,,0,3,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,1
3pqXhSXgasqhTf865mbpYi,PAIN!,Sheck Wes,PAIN!,2022,,2024-02-01T18:07:58+00:00,913,,0,1,https://i.scdn.co/image/ab67616d0000b2737fbdc6b405e928ac8c17942a,0
5PMzMsrJ5AkXMlPueXTAkh,Montgomery Brawl,Gmac Cash,Montgomery Brawl,2023,,2023-08-11T03:09:22+00:00,1087,,0,2,https://i.scdn.co/image/ab67616d0000b273227d24095c4d665f867264a3,0
5nk6BxN9bM5rLNkA3pMOzn,Tweaker,G3 GELO,Tweaker,2025,,2025-01-09T04:21:57+00:00,570,,0,1,https://i.scdn.co/image/ab67616d0000b273e9de80682fe4907050ada1ff,0
52eIcoLUM25zbQupAZYoFh,redrum,21 Savage,american dream,2024,,2024-01-23T04:13:35+00:00,922,,1,1,https://i.scdn.co/image/ab67616d0000b2731e146244cf70b7aab703c057,0
7Lf6EGbqAzddC6dYKpsld5,Trippidy Trap,Rushy,Trippidy Trap,2019,,2023-07-04T19:36:13+00:00,1125,,1,3,https://i.scdn.co/image/ab67616d0000b273bb71cf656f5381b6277b93cd,0
7gwLQ4tZ5UdZ7qNcDyJ8wr,Cold (feat. Future),"Maroon 5, Future",Red Pill Blues (Deluxe),2018,,2023-02-24T01:10:43+00:00,1255,,0,2,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,0
6qNALlmZa1ESnCxJmXE1K9,The Way I Am,Charlie Puth,Voicenotes,2018,,2024-01-03T17:43:26+00:00,942,,0,6,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,1
1lsBTdE6MGsKeZCD6llNu7,Done for Me (feat. Kehlani),"Charlie Puth, Kehlani",Voicenotes,2018,,2023-01-25T07:23:45+00:00,1285,,1,6,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,1
2ZrHbO88rM6Ijeg0aJmSzl,Patient,Charlie Puth,Voicenotes,2018,,2022-05-04T03:23:14+00:00,1551,,0,6,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,1
5cF0dROlMOK5uNZtivgu50,Attention,Charlie Puth,Voicenotes,2018,,2021-08-18T21:41:00+00:00,1810,,2,6,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,1
70MVLulHguwdhGo7100hsU,Ik Lamha,Azaan Sami Khan,Ik Lamha,2021,,2024-02-03T21:14:21+00:00,911,,1,1,https://i.scdn.co/image/ab67616d0000b273662770d782cd8c21dca9edda,0
2sHHVNvfUlegjyhJpRzJjX,Bewafa,Imran Khan,Unforgettable,2009,,2024-12-19T05:42:52+00:00,591,,1,2,https://i.scdn.co/image/ab67616d0000b2737f451aac6a212798529923e1,1
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),2015,,2022-02-23T20:56:11+00:00,1621,,1,1,https://i.scdn.co/image/ab67616d0000b2734a075ca70ae4143a37eb4fbe,1
4NczzeHBQPPDO0B9AAmB8d,Assumptions,Sam Gellaitry,IV,2021,,2025-04-06T12:59:10+00:00,483,,1,1,https://i.scdn.co/image/ab67616d0000b2730073d35b3992ce4b3655dbb9,1
3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,Fine Line,2019,,2022-11-05T00:32:23+00:00,1366,,1,2,https://i.scdn.co/image/ab67616d0000b27325180571abce9472f61bd722,0
2aEuA8PSqLa17Y4hKPj5rr,Cheri Cheri Lady,Modern Talking,Let's Talk About Love,1985,,2024-01-05T17:08:22+00:00,940,,1,1,https://i.scdn.co/image/ab67616d0000b273aedd9728f5cc4b13ee49e061,1
4NUhcsz9E1LrBe8nXLZqzp,It Almost Worked,TV Girl,The Night in Question: French Exit Outtakes,2020,,2024-01-09T20:08:36+00:00,936,,1,5,https://i.scdn.co/image/ab67616d0000b273870138983fee24fe052d12af,0
7oOEFDLSQscl0uGulnIEmG,Love & Hate,Michael Kiwanuka,Love & Hate,2016,,2023-10-03T05:36:13+00:00,1034,,2,1,https://i.scdn.co/image/ab67616d0000b2731070095e88dce90a090171b5,0
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,AM,2013,,2023-06-28T13:25:12+00:00,1131,,3,2,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,1
1EWSMYUc6tyD5cxjIo2P8Z,Palace (8D Audio),ADTurnUp,Palace (8D Audio),2022,,2022-10-18T17:48:29+00:00,1384,,1,3,https://i.scdn.co/image/ab67616d0000b273ce0aaa010d4532c4f2f342ab,0
3P9pRL7V9yM9DhY6NGZjzA,Love Like This,ZAYN,Love Like This,2023,,2023-07-21T06:26:21+00:00,1108,,1,28,https://i.scdn.co/image/ab67616d0000b27381f97190f6fc196ee0d697c1,0
6p0u1dLtzN6F2N0pPhP2JC,Need You,"Stormzy, tendai, Ayra Starr",This Is What I Mean,2022,,2022-12-02T01:46:33+00:00,1339,,2,7,https://i.scdn.co/image/ab67616d0000b273df075bcefe46d7ca94692651,1
76gUmNLXGQVOsGhfcshkFP,Madiba Riddim,Drake,More Life,2017,,2023-09-28T23:56:05+00:00,1038,,2,46,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,1
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,2020,,2021-09-22T21:18:17+00:00,1775,,1,24,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,1
1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,"The Weeknd, Gesaffelstein","My Dear Melancholy,",2018,,2024-02-07T05:41:50+00:00,907,,2,24,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,1
29G6ZIbACs5om1EEe9Hyon,Back To Life,ZAYN,Icarus Falls,2018,,2021-05-26T19:14:27+00:00,1894,,1,28,https://i.scdn.co/image/ab67616d0000b2732898dd297362decb2ae8b6f4,1
5TXQCMKN6TgemTL3c4wRTn,Sorrows,Bryson Tiller,A N N I V E R S A R Y,2020,,2023-07-01T04:11:11+00:00,1128,,1,1,https://i.scdn.co/image/ab67616d0000b2738d586fabbd18826b7f4c936e,1
1PnAx788sAvcI3ZxTlEyX8,Second Emotion (feat. Travis Scott),"Justin Bieber, Travis Scott",Changes,2020,,2023-06-28T13:23:39+00:00,1131,,1,2,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,0
0Nwar8rweBUyfyuoyjjUvk,Privilege,The Weeknd,"My Dear Melancholy,",2018,,2024-07-08T04:39:55+00:00,755,,0,24,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,0
6QdnKD1zwEgyOWtkrdzlOF,Hurt You,"The Weeknd, Gesaffelstein","My Dear Melancholy,",2018,,2024-04-14T03:34:54+00:00,840,,0,24,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,0
4ppTAJUbNXELZcoUaL90wo,Try Me,The Weeknd,"My Dear Melancholy,",2018,,2022-12-12T07:42:48+00:00,1329,,0,24,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,0
2pPNAgcdgtRMwK9mPYMK7O,Cali Man,"EsDeeKid, Rico Ace",Rebel,2025,,2025-09-08T23:50:56+00:00,328,,0,6,https://i.scdn.co/image/ab67616d0000b273cff4bd68d5d0dd9a0a748045,0
554qQSs9lpRVq6TlaaiIKT,4 Raws,EsDeeKid,Rebel,2025,,2026-04-26T05:52:41+00:00,98,,0,6,https://i.scdn.co/image/ab67616d0000b273cff4bd68d5d0dd9a0a748045,0
1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,Daylight,2023,,2023-05-09T16:14:16+00:00,1181,,1,1,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae,0
3z4CGd63tpUn9a6oQSG0CI,Location (feat. Burna Boy),"Dave, Burna Boy",PSYCHODRAMA,2019,,2022-01-25T20:18:53+00:00,1650,,1,25,https://i.scdn.co/image/ab67616d0000b273c1c8d2889455db6d03d309ed,0
5ERQFMCgW9JO5EWqwWGpmO,Girl of My Dreams,Guti,Girl of My Dreams,2019,,2023-09-19T05:16:52+00:00,1048,,1,1,https://i.scdn.co/image/ab67616d0000b27336ab788f78d5026d26a5fe85,0
1PDP7mLiAMwhfmgIwzhOm2,Yebba’s Heartbreak,"Drake, Yebba",Certified Lover Boy,2021,,2022-11-04T06:47:17+00:00,1367,,1,46,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,1
0TC3wZupelwzKhuueGSGZu,dRuNk,ZAYN,Mind Of Mine (Deluxe Edition),2016,,2023-09-19T05:16:05+00:00,1048,,2,28,https://i.scdn.co/image/ab67616d0000b273b4c42ba7470503094d5a1c5a,1
6Q5uDNuuFYa8ToL3CCoHPC,Poison Tree,Grouper,Inca Ore / Grouper,2008,,2023-09-19T05:13:28+00:00,1048,,1,1,https://i.scdn.co/image/ab67616d0000b273a243710aee39180ca475ed39,0
0kmxWw7KjktV4V1ZpbOeru,Glow In The Dark,"Skepta, Lay-Z, Wizkid",Ignorance is Bliss,2019,,2023-03-03T06:19:07+00:00,1248,,2,19,https://i.scdn.co/image/ab67616d0000b27348f2487a18a735f457404eb9,1
4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,As It Was,2022,,2022-08-07T18:42:25+00:00,1456,,1,2,https://i.scdn.co/image/ab67616d0000b273b46f74097655d7f353caab14,0
4WmB04GBqS4xPMYN9dHgBw,Day One (Interstellar Theme),Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],2014,,2025-04-27T06:25:24+00:00,462,,1,1,https://i.scdn.co/image/ab67616d0000b27381f04c407e0ec68e3dea6b2c,0
2MvCNH9ua0CeOgUQfZf56z,Guzarish,"A.R. Rahman, Javed Ali, Prasoon Joshi",Ghajini,2008,,2024-07-07T08:33:22+00:00,756,,2,1,https://i.scdn.co/image/ab67616d0000b2735b7ba7da308af447f48b9943,1
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024,,2025-01-10T05:45:56+00:00,569,,0,2,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,0
5YYpWNNi2KaQBVWkQiDquf,Interlude,K-Trap,The Last Whip II,2022,,2024-01-20T08:24:09+00:00,925,,0,5,https://i.scdn.co/image/ab67616d0000b2736944e0c7f76a384cc379ddd7,0
75xAS5ctghhPaL7BJi34hi,Still Got Time (feat. PARTYNEXTDOOR),"ZAYN, PARTYNEXTDOOR",Icarus Falls,2018,,2022-12-12T07:44:09+00:00,1329,,0,28,https://i.scdn.co/image/ab67616d0000b2732898dd297362decb2ae8b6f4,0
15k2nBQJ0teDmPZHrOXL2N,Ordinary Life,The Weeknd,Starboy,2016,,2024-10-30T08:30:33+00:00,641,,1,24,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,1
5XJWEh8huqG0l9RgRyArtv,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Metro Boomin, Travis Scott, 21 Savage",HEROES & VILLAINS,2022,,2022-12-03T03:55:51+00:00,1338,,0,8,https://i.scdn.co/image/ab67616d0000b273cdce39ecb633bea9ef7705a6,0
2k0DfombK3vPkkaCVhEhEG,ETA (feat. Luciano),"Nemzzz, Luciano",DO NOT DISTURB (DELUXE),2024,,2024-04-29T23:29:37+00:00,825,,0,12,https://i.scdn.co/image/ab67616d0000b2733572c9649aa4534667c68c0d,0
2GB0DlX5l8gmqAW0SQa6yF,Fear Of Heights,Drake,For All The Dogs,2023,,2023-10-06T22:10:44+00:00,1031,,0,46,https://i.scdn.co/image/ab67616d0000b2730ebdbd881e232d18445ace27,1
